,date,rides,docked_bike,electric_bike,classic_bike,evening,mid_day,morning,night,member,casual,mean_km_between_stations,mean_minutes,mean_ride_distance,tavg,tmin,tmax,prcp,snow,wspd,cases,deaths,hospitalizations
128,2020-08-07,22584.0,20836.0,1748.0,,9745.0,8040.0,3471.0,1328.0,11667.0,10917.0,2.2378510364539985,32.1672946924076,2.2378510364539985,23.4,16.7,28.9,0.0,0.0,8.6,417,2,25.0
129,2020-08-08,28709.0,27049.0,1660.0,,9463.0,13002.0,4103.0,2141.0,12349.0,16360.0,2.372528984999825,38.02135567243722,2.372528984999825,25.3,19.4,30.6,0.0,0.0,15.6,177,3,16.0
130,2020-08-09,23200.0,21542.0,1658.0,,6709.0,11367.0,3428.0,1696.0,10245.0,12955.0,2.2371910673611364,43.24740086206897,2.2371910673611364,27.2,22.2,32.2,0.0,0.0,18.2,115,2,17.0
131,2020-08-10,9747.0,8698.0,1049.0,,2146.0,4044.0,3109.0,448.0,5963.0,3784.0,2.0516901633341407,36.766652987243944,2.0516901633341407,25.3,20.6,32.2,8.6,0.0,16.6,375,1,29.0
132,2020-08-11,17835.0,16222.0,1613.0,,7600.0,6530.0,3428.0,277.0,10824.0,7011.0,2.2718094675835285,26.535734043547333,2.2718094675835285,23.4,18.9,27.8,0.0,0.0,12.4,386,4,22.0
133,2020-08-12,18418.0,16660.0,1758.0,,8128.0,6439.0,3528.0,323.0,11235.0,7183.0,2.3086846731079462,25.540030586020922,2.3086846731079462,23.9,17.2,28.3,0.0,0.0,9.2,432,2,28.0
134,2020-08-13,18646.0,16402.0,2244.0,,8316.0,6422.0,3522.0,386.0,10990.0,7656.0,2.3098783493151736,24.019004969787982,2.3098783493151736,25.3,21.1,28.9,0.0,0.0,10.4,390,4,24.0
135,2020-08-14,20396.0,17677.0,2719.0,,8277.0,8085.0,3480.0,554.0,11115.0,9281.0,2.3273120099825513,25.949031672877034,2.3273120099825513,26.4,21.7,31.1,0.0,0.0,12.4,347,3,26.0
136,2020-08-15,23469.0,20873.0,2596.0,,5918.0,12789.0,4060.0,702.0,10881.0,12588.0,2.474096257665336,31.486369963213885,2.474096257665336,25.7,21.1,31.7,1.3,0.0,10.2,221,5,21.0
137,2020-08-16,24522.0,21567.0,2955.0,,7514.0,12901.0,3505.0,602.0,11148.0,13374.0,2.463599165766163,34.01346817823451,2.463599165766163,23.7,18.3,28.3,0.0,0.0,13.2,120,3,18.0
138,2020-08-17,17144.0,14634.0,2510.0,,7585.0,6018.0,3188.0,353.0,10066.0,7078.0,2.2807252031391805,25.955528659200496,2.2807252031391805,24.6,20.6,28.9,0.0,0.0,8.9,489,3,26.0
139,2020-08-18,19278.0,16594.0,2684.0,,8768.0,6381.0,3658.0,471.0,11643.0,7635.0,2.2758777198611946,25.62771466611336,2.2758777198611946,22.8,19.4,25.0,0.0,0.0,17.2,411,1,25.0
140,2020-08-19,19624.0,17325.0,2299.0,,8789.0,6464.0,3759.0,612.0,11620.0,8004.0,2.3352130002961196,25.860444693572497,2.3352130002961196,22.1,16.1,26.1,0.0,0.0,9.2,485,5,22.0
141,2020-08-20,20037.0,17642.0,2395.0,,9079.0,6591.0,3635.0,732.0,11632.0,8405.0,2.2804091225751875,27.555262763886812,2.2804091225751875,23.7,16.7,29.4,0.0,0.0,9.6,422,3,24.0
142,2020-08-21,22521.0,20106.0,2415.0,,9539.0,8104.0,3700.0,1178.0,11923.0,10598.0,2.3175240856869515,27.38514645590042,2.3175240856869515,24.8,18.3,30.6,0.0,0.0,8.2,430,5,21.0
143,2020-08-22,28882.0,26498.0,2384.0,,8999.0,13705.0,4402.0,1776.0,12417.0,16465.0,2.408139081145735,33.04512441428341,2.408139081145735,25.6,19.4,31.1,0.0,0.0,12.1,191,2,17.0
144,2020-08-23,20542.0,18610.0,1932.0,,3996.0,11603.0,3556.0,1387.0,9323.0,11219.0,2.343785797097969,31.785188881316326,2.343785797097969,26.3,21.1,32.2,0.0,0.0,13.1,130,1,25.0
145,2020-08-24,16372.0,14478.0,1894.0,,7053.0,5487.0,3332.0,500.0,9892.0,6480.0,2.202935848776378,24.288710399869696,2.202935848776378,29.0,22.2,35.6,0.0,0.0,12.3,554,3,24.0
146,2020-08-25,17519.0,15176.0,2343.0,,7949.0,5703.0,3350.0,517.0,10991.0,6528.0,2.221209622282078,23.37670814544209,2.221209622282078,28.0,25.0,32.2,0.0,0.0,13.5,412,4,26.0
147,2020-08-26,18439.0,15718.0,2721.0,,8339.0,5687.0,3799.0,614.0,11406.0,7033.0,2.2700905740871007,22.683970569625973,2.2700905740871007,28.6,23.9,34.4,0.0,0.0,16.9,388,3,34.0
148,2020-08-27,17008.0,13997.0,3011.0,,7219.0,5326.0,3729.0,734.0,10516.0,6492.0,2.1888681312189937,23.458803700219505,2.1888681312189937,29.3,24.4,35.0,0.0,0.0,18.6,382,2,24.0
149,2020-08-28,19899.0,16617.0,3282.0,,8068.0,7163.0,3621.0,1047.0,11436.0,8463.0,2.22488876025932,24.334761378293717,2.22488876025932,29.2,24.4,35.0,0.0,0.0,15.4,382,4,25.0
150,2020-08-29,28297.0,24642.0,3655.0,,9146.0,13198.0,4156.0,1797.0,13024.0,15273.0,2.4184786381223975,29.836938544722056,2.4184786381223975,25.2,20.0,28.9,0.0,0.0,18.9,234,4,25.0
151,2020-08-30,24790.0,21341.0,3449.0,,7056.0,12918.0,3455.0,1361.0,11429.0,13361.0,2.4233959917605863,30.895797364528708,2.4233959917605863,22.1,17.8,25.6,0.0,0.0,13.5,100,5,22.0
152,2020-08-31,17382.0,14317.0,3065.0,,7127.0,6224.0,3504.0,527.0,10815.0,6567.0,2.2379634136914857,22.688072910673878,2.2379634136914857,24.0,18.3,29.4,0.0,0.0,15.5,413,2,30.0
153,2020-09-01,10708.0,8506.0,2202.0,,3754.0,3182.0,3376.0,396.0,7508.0,3200.0,2.1835944734539043,18.15405927032748,2.1835944734539043,22.0,20.6,23.3,8.4,0.0,11.0,330,3,17.0
154,2020-09-02,19594.0,15823.0,3771.0,,8766.0,6388.0,3872.0,568.0,12242.0,7352.0,2.32896573630496,27.467006056275732,2.32896573630496,24.8,21.1,31.1,0.0,0.0,17.2,405,3,21.0
155,2020-09-03,19030.0,15281.0,3749.0,,8310.0,6177.0,3771.0,772.0,11718.0,7312.0,2.2782810030233738,22.281931161324227,2.2782810030233738,24.3,18.3,31.1,0.0,0.0,22.4,341,3,25.0
156,2020-09-04,22253.0,18265.0,3988.0,,8209.0,9068.0,3781.0,1195.0,12075.0,10178.0,2.3842170107126273,28.167797600323553,2.3842170107126273,20.6,13.3,26.7,0.0,0.0,14.3,395,2,23.0
157,2020-09-05,28719.0,24523.0,4196.0,,8767.0,14232.0,4052.0,1668.0,11395.0,17324.0,2.4653902823822818,38.470361084996,2.4653902823822818,22.6,17.8,28.3,0.0,0.0,18.3,203,3,23.0
158,2020-09-06,17207.0,13891.0,3316.0,,7331.0,7826.0,581.0,1469.0,7056.0,10151.0,2.1216473176738715,40.7700509482575,2.1216473176738715,21.5,15.0,27.8,18.8,0.0,20.2,143,2,11.0
159,2020-09-07,23731.0,19762.0,3969.0,,6168.0,13281.0,3381.0,901.0,10667.0,13064.0,2.344736329558471,33.587142696613434,2.344736329558471,22.6,18.9,25.6,1.3,0.0,21.2,72,1,17.0
160,2020-09-08,6835.0,5148.0,1687.0,,2985.0,2663.0,962.0,225.0,4939.0,1896.0,2.0393599402548928,15.529366008290662,2.0393599402548928,17.4,16.1,19.4,20.6,0.0,21.3,369,1,21.0
161,2020-09-09,12545.0,9685.0,2860.0,,5160.0,4486.0,2607.0,292.0,8749.0,3796.0,2.2168775769500115,20.18779593463531,2.2168775769500115,17.3,16.1,18.9,15.5,0.0,16.8,400,5,21.0
162,2020-09-10,10529.0,7833.0,2696.0,,2088.0,4907.0,3201.0,333.0,7346.0,3183.0,2.2425231787691584,19.235125209738182,2.2425231787691584,17.0,14.4,20.0,4.6,0.0,19.7,329,2,19.0
163,2020-09-11,14832.0,11191.0,3641.0,,6364.0,5324.0,2329.0,815.0,9272.0,5560.0,2.238034239826309,21.03556724199928,2.238034239826309,18.4,16.7,20.6,0.0,0.0,17.2,342,5,19.0
164,2020-09-12,11164.0,8330.0,2834.0,,4572.0,4083.0,1170.0,1339.0,6136.0,5028.0,2.103738735734145,23.19708736414666,2.103738735734145,19.9,17.2,22.8,10.4,0.0,15.4,136,0,11.0
165,2020-09-13,23970.0,19501.0,4469.0,,6588.0,12888.0,3461.0,1033.0,11538.0,12432.0,2.45380655177704,33.11604922820192,2.45380655177704,19.4,16.1,24.4,0.0,0.0,11.8,123,3,26.0
166,2020-09-14,15170.0,11940.0,3230.0,,6169.0,5466.0,3133.0,402.0,9904.0,5266.0,2.2230814682812143,20.163387167655458,2.2230814682812143,18.7,13.9,23.9,0.0,0.0,5.5,430,3,19.0
167,2020-09-15,18228.0,14220.0,4008.0,,8015.0,6236.0,3458.0,519.0,11700.0,6528.0,2.2900966012834227,22.29606923414527,2.2900966012834227,20.2,15.0,25.6,0.0,0.0,12.3,352,1,21.0
168,2020-09-16,19258.0,14819.0,4439.0,,8565.0,6440.0,3608.0,645.0,11782.0,7476.0,2.3344258536227827,22.589313532038634,2.3344258536227827,21.7,15.0,28.3,0.0,0.0,16.0,365,4,32.0
169,2020-09-17,17094.0,12431.0,4663.0,,7220.0,5722.0,3491.0,661.0,10891.0,6203.0,2.302145820243459,20.173829023829025,2.302145820243459,18.8,15.6,21.1,0.0,0.0,22.9,391,0,25.0
170,2020-09-18,16987.0,12205.0,4782.0,,6402.0,6602.0,3262.0,721.0,10251.0,6736.0,2.262264407903093,24.159155040128724,2.262264407903093,14.4,9.4,16.7,0.0,0.0,22.4,356,4,21.0
171,2020-09-19,23356.0,17699.0,5657.0,,6467.0,12370.0,3297.0,1222.0,10707.0,12649.0,2.4442140428419648,27.31451732602615,2.4442140428419648,13.3,8.3,18.3,0.0,0.0,9.3,170,2,19.0
172,2020-09-20,21134.0,15769.0,5365.0,,5638.0,11386.0,3103.0,1007.0,10240.0,10894.0,2.381271902983963,29.70060723636478,2.381271902983963,16.3,10.0,22.8,0.0,0.0,10.3,108,6,17.0
173,2020-09-21,15791.0,11518.0,4273.0,,6360.0,5935.0,3153.0,343.0,10099.0,5692.0,2.2952171622735733,23.89028666117831,2.2952171622735733,17.9,11.1,23.9,0.0,0.0,11.7,420,2,26.0
174,2020-09-22,17948.0,12941.0,5007.0,,7961.0,6092.0,3446.0,449.0,11473.0,6475.0,2.3293208922054416,20.553610430131492,2.3293208922054416,19.6,12.8,26.1,0.0,0.0,10.6,350,2,26.0
175,2020-09-23,18531.0,13229.0,5302.0,,8036.0,6311.0,3681.0,503.0,11733.0,6798.0,2.3422742067332414,20.73376504236145,2.3422742067332414,20.0,14.4,26.1,0.0,0.0,10.5,391,6,25.0
176,2020-09-24,19027.0,13289.0,5738.0,,8126.0,6640.0,3581.0,680.0,11812.0,7215.0,2.3221497116922825,19.917603931255584,2.3221497116922825,20.2,13.3,26.1,0.0,0.0,12.4,406,5,21.0
177,2020-09-25,22771.0,16029.0,6742.0,,9388.0,8594.0,3611.0,1178.0,12264.0,10507.0,2.351355200586487,22.357408545957576,2.351355200586487,21.5,15.0,27.2,0.0,0.0,13.4,379,3,37.0
178,2020-09-26,26150.0,19208.0,6942.0,,7726.0,12682.0,3970.0,1772.0,11539.0,14611.0,2.433544314739888,28.480423199490122,2.433544314739888,20.8,17.2,25.6,0.0,0.0,23.0,233,4,19.0
179,2020-09-27,20874.0,14987.0,5887.0,,5240.0,11179.0,3260.0,1195.0,10146.0,10728.0,2.3721100255654455,27.30147312446105,2.3721100255654455,20.5,12.2,25.6,2.8,0.0,18.8,167,1,30.0
180,2020-09-28,11110.0,7515.0,3595.0,,4603.0,4095.0,2201.0,211.0,7570.0,3540.0,2.165215512091041,16.681492649264925,2.165215512091041,13.2,10.6,17.2,4.6,0.0,14.6,419,2,28.0
181,2020-09-29,14294.0,9684.0,4610.0,,5496.0,5289.0,3202.0,307.0,9793.0,4501.0,2.2666601452433723,16.979486731029336,2.2666601452433723,12.0,7.2,16.1,0.0,0.0,13.5,381,6,28.0
182,2020-09-30,14118.0,9384.0,4734.0,,6035.0,4600.0,3119.0,364.0,9721.0,4397.0,2.240757185826096,15.832508145629694,2.240757185826096,14.3,10.6,20.0,0.0,0.0,21.9,462,2,22.0
183,2020-10-01,11243.0,7063.0,4180.0,,3672.0,4022.0,3144.0,405.0,7892.0,3351.0,2.174771988499131,15.487878383586825,2.174771988499131,11.0,7.8,14.4,6.6,0.0,15.0,364,4,25.0
184,2020-10-02,14832.0,8980.0,5852.0,,5525.0,5958.0,2830.0,519.0,9342.0,5490.0,2.2752273504265723,20.76038520316433,2.2752273504265723,9.5,6.1,13.3,0.0,0.0,13.6,415,4,27.0
185,2020-10-03,14634.0,9300.0,5334.0,,2673.0,8591.0,2652.0,718.0,7672.0,6962.0,2.4087403656836446,22.397555920003644,2.4087403656836446,10.2,7.8,13.9,5.3,0.0,8.2,227,3,31.0
186,2020-10-04,12875.0,8436.0,4439.0,,3346.0,7104.0,1844.0,581.0,7001.0,5874.0,2.29188275016028,22.239882200647248,2.29188275016028,9.2,4.4,13.9,0.8,0.0,16.2,152,5,22.0
187,2020-10-05,12533.0,8010.0,4523.0,,4768.0,4900.0,2621.0,244.0,8582.0,3951.0,2.2189878612724394,17.63666985824091,2.2189878612724394,10.6,2.2,17.2,0.0,0.0,14.1,553,3,21.0
188,2020-10-06,16126.0,10420.0,5706.0,,6876.0,5826.0,3093.0,331.0,10665.0,5461.0,2.320274615249822,20.260647401711523,2.320274615249822,16.1,10.6,23.9,0.0,0.0,17.4,558,2,29.0
189,2020-10-07,17471.0,11639.0,5832.0,,7298.0,6283.0,3462.0,428.0,11241.0,6230.0,2.333719242937045,19.94779444031061,2.333719242937045,19.2,12.8,24.4,0.0,0.0,16.0,548,1,26.0
190,2020-10-08,16519.0,10072.0,6447.0,,6720.0,5760.0,3405.0,634.0,10631.0,5888.0,2.310424506198129,18.031140908448858,2.310424506198129,14.9,10.0,21.1,0.0,0.0,8.2,612,3,28.0
191,2020-10-09,21322.0,13482.0,7840.0,,8618.0,8446.0,3337.0,921.0,11709.0,9613.0,2.3302166750014233,22.565459775505737,2.3302166750014233,19.3,10.6,27.8,0.0,0.0,18.7,668,4,30.0
192,2020-10-10,24935.0,16724.0,8211.0,,5528.0,13810.0,4091.0,1506.0,11046.0,13889.0,2.4439444151169574,28.988244101330125,2.4439444151169574,18.8,14.4,25.0,0.0,0.0,19.1,442,5,31.0
193,2020-10-11,19713.0,13187.0,6526.0,,4822.0,10979.0,2868.0,1044.0,9259.0,10454.0,2.353841906690084,27.182684861089978,2.353841906690084,17.3,13.9,20.0,0.0,0.0,14.5,300,4,30.0
194,2020-10-12,9764.0,5893.0,3871.0,,3827.0,2659.0,2866.0,412.0,6705.0,3059.0,2.128942020908067,16.251541376485047,2.128942020908067,15.4,8.3,19.4,4.3,0.0,18.0,681,4,37.0
195,2020-10-13,15626.0,9815.0,5811.0,,6496.0,5765.0,3052.0,313.0,10318.0,5308.0,2.2623643411393344,18.217320491488543,2.2623643411393344,14.2,6.7,22.8,0.0,0.0,19.0,876,5,31.0
196,2020-10-14,15358.0,9585.0,5773.0,,6497.0,5393.0,3061.0,407.0,10200.0,5158.0,2.290674600418081,17.90789490819117,2.290674600418081,16.9,8.3,25.6,0.0,0.0,19.3,850,3,28.0
197,2020-10-15,12565.0,7258.0,5307.0,,4847.0,4652.0,2671.0,395.0,8628.0,3937.0,2.195136928778477,15.434799044966176,2.195136928778477,12.0,5.6,17.8,0.0,0.0,22.8,907,2,37.0
198,2020-10-16,11856.0,6815.0,5041.0,,4229.0,4593.0,2606.0,428.0,7655.0,4201.0,2.1825896691517643,27.670292116509223,2.1825896691517643,7.4,2.2,12.8,0.0,0.0,17.8,953,3,40.0
199,2020-10-17,14521.0,8515.0,6006.0,,3736.0,7517.0,2370.0,898.0,7474.0,7047.0,2.2506176120131234,23.758159447237336,2.2506176120131234,11.4,3.3,18.3,0.0,0.0,23.5,547,5,44.0
200,2020-10-18,5222.0,2754.0,2468.0,,1559.0,1716.0,1174.0,773.0,3348.0,1874.0,2.0077682167208173,18.04327524575514,2.0077682167208173,9.4,4.4,15.0,6.9,0.0,16.4,347,1,48.0
201,2020-10-19,7468.0,4176.0,3292.0,,1901.0,2981.0,2375.0,211.0,5615.0,1853.0,2.124471969610172,15.073132029994644,2.124471969610172,6.3,4.4,11.1,2.5,0.0,13.0,1165,3,51.0
202,2020-10-20,9273.0,5282.0,3991.0,,2988.0,3768.0,2329.0,188.0,6975.0,2298.0,2.1875580676662176,16.59573672669758,2.1875580676662176,8.8,6.1,12.8,4.6,0.0,15.2,1196,5,56.0
203,2020-10-21,10302.0,6060.0,4242.0,,3197.0,4406.0,2532.0,167.0,7543.0,2759.0,2.200962338811404,16.032767100239436,2.200962338811404,10.6,7.8,14.4,16.5,0.0,13.9,1180,6,60.0
204,2020-10-22,13228.0,7547.0,5681.0,,6544.0,4883.0,1421.0,380.0,8683.0,4545.0,2.2723580627599462,19.1087730571515,2.2723580627599462,16.1,8.9,26.1,44.2,0.0,17.8,1306,4,66.0
205,2020-10-23,7042.0,3658.0,3384.0,,2959.0,1945.0,1605.0,533.0,5100.0,1942.0,2.063835784165391,13.686490580327558,2.063835784165391,13.1,5.0,21.1,16.3,0.0,22.1,1016,4,65.0
206,2020-10-24,12452.0,7192.0,5260.0,,2819.0,7116.0,2017.0,500.0,7120.0,5332.0,2.2967547092671055,20.584911393082773,2.2967547092671055,5.1,1.7,8.3,0.0,0.0,15.2,883,5,62.0
207,2020-10-25,8627.0,4871.0,3756.0,,2039.0,4769.0,1405.0,414.0,5336.0,3291.0,2.1764938153281315,19.505942583362312,2.1764938153281315,7.3,5.6,8.3,0.0,0.0,19.9,525,10,43.0
208,2020-10-26,6611.0,3705.0,2906.0,,2488.0,2195.0,1748.0,180.0,5240.0,1371.0,2.037822012646975,12.566686835072858,2.037822012646975,3.2,1.1,5.6,1.3,0.0,17.6,1541,8,78.0
209,2020-10-27,6178.0,3467.0,2711.0,,2458.0,2068.0,1513.0,139.0,4924.0,1254.0,2.0847042379361067,15.305187763030107,2.0847042379361067,2.0,0.6,2.8,2.0,0.0,9.5,1627,4,89.0
210,2020-10-28,9661.0,5634.0,4027.0,,3542.0,3901.0,2065.0,153.0,7204.0,2457.0,2.181869203790061,15.408196183969915,2.181869203790061,5.1,0.0,10.6,0.0,0.0,13.9,1737,9,91.0
211,2020-10-29,8139.0,4308.0,3831.0,,2843.0,2994.0,2066.0,236.0,6183.0,1956.0,2.0844303578478858,12.927523856329607,2.0844303578478858,6.7,2.2,10.0,0.0,0.0,22.8,1887,4,88.0
212,2020-10-30,9378.0,5173.0,4205.0,,2988.0,4204.0,1906.0,280.0,6681.0,2697.0,2.0682496426813337,14.929128456671643,2.0682496426813337,2.7,-1.1,6.7,0.0,0.0,12.3,1871,4,84.0
213,2020-10-31,13179.0,7456.0,5723.0,,3193.0,7631.0,1871.0,484.0,7669.0,5510.0,2.2999607751249633,21.427443913296404,2.2999607751249633,7.6,0.0,15.0,0.0,0.0,19.5,1065,10,82.0
214,2020-11-01,5973.0,3067.0,2906.0,,1198.0,3189.0,990.0,596.0,3963.0,2010.0,2.0099366214228733,17.416418326915565,2.0099366214228733,4.6,-0.6,12.8,0.0,0.0,29.4,733,6,74.0
215,2020-11-02,8116.0,4578.0,3538.0,,2600.0,3452.0,1940.0,124.0,6101.0,2015.0,2.0639076911191405,14.756060045999671,2.0639076911191405,4.2,-2.2,10.6,0.0,0.0,17.9,2323,15,109.0
216,2020-11-03,11987.0,6836.0,5151.0,,3394.0,5873.0,2460.0,260.0,8259.0,3728.0,2.1987071412293933,19.67115764300214,2.1987071412293933,12.2,3.3,21.1,0.0,0.0,15.6,2139,13,108.0
217,2020-11-04,12030.0,6982.0,5048.0,,4025.0,5323.0,2332.0,350.0,8220.0,3810.0,2.28931638694837,18.345649764477695,2.28931638694837,16.1,9.4,23.9,0.0,0.0,21.2,2512,8,96.0
218,2020-11-05,12459.0,7015.0,5444.0,,4491.0,5109.0,2566.0,293.0,8420.0,4039.0,2.2314495705895543,20.080387671562725,2.2314495705895543,16.8,13.3,21.7,0.0,0.0,18.5,2637,6,115.0
219,2020-11-06,16044.0,9285.0,6759.0,,5390.0,7363.0,2790.0,501.0,9704.0,6340.0,2.3086615385376175,21.696969791406964,2.3086615385376175,16.4,9.4,23.3,0.0,0.0,15.7,2789,10,124.0
220,2020-11-07,23846.0,14750.0,9096.0,,5080.0,14586.0,3276.0,904.0,11052.0,12794.0,2.56716774707121,28.630956973915964,2.56716774707121,16.6,11.1,22.2,0.0,0.0,15.6,1568,14,113.0
221,2020-11-08,18439.0,11673.0,6766.0,,3625.0,11514.0,2588.0,712.0,9051.0,9388.0,2.4354159378905944,30.829727750962633,2.4354159378905944,19.0,12.2,25.0,0.0,0.0,13.2,1105,11,109.0
222,2020-11-09,14098.0,8547.0,5551.0,,4689.0,6104.0,2979.0,326.0,9082.0,5016.0,2.2869590282265166,20.70363172081146,2.2869590282265166,20.9,17.2,24.4,0.0,0.0,18.3,3227,14,144.0
223,2020-11-10,9094.0,5304.0,3790.0,,1504.0,4418.0,2904.0,268.0,6499.0,2595.0,2.127626170700611,16.10214610365809,2.127626170700611,19.1,6.7,23.3,23.1,0.0,30.9,3353,14,141.0
224,2020-11-11,8717.0,4878.0,3839.0,,2756.0,3774.0,2021.0,166.0,6510.0,2207.0,2.1377380075015964,14.504034262552102,2.1377380075015964,4.3,1.7,7.8,0.0,0.0,17.6,2491,9,128.0
225,2020-11-12,9084.0,5024.0,4060.0,,2827.0,3924.0,2148.0,185.0,6690.0,2394.0,2.1245725826729935,14.459063554968443,2.1245725826729935,6.8,1.7,11.7,0.0,0.0,11.0,2927,18,114.0
226,2020-11-13,8115.0,4379.0,3736.0,,2353.0,3581.0,1939.0,242.0,5878.0,2237.0,2.0735606080022366,15.475093448346684,2.0735606080022366,3.3,-1.1,7.8,0.0,0.0,13.0,2691,19,121.0
227,2020-11-14,7144.0,3824.0,3320.0,,1095.0,4105.0,1626.0,318.0,4588.0,2556.0,2.105090763375602,18.644636524822694,2.105090763375602,3.7,-1.7,10.0,9.9,0.0,17.9,1400,16,104.0
228,2020-11-15,3447.0,1640.0,1807.0,,804.0,1874.0,570.0,199.0,2461.0,986.0,1.834848970605273,20.207001257131807,1.834848970605273,6.7,1.1,12.8,1.8,0.0,37.4,834,13,124.0
229,2020-11-16,7136.0,4147.0,2989.0,,2303.0,3057.0,1646.0,130.0,5501.0,1635.0,2.0329902924608545,14.170931427503737,2.0329902924608545,4.2,0.0,8.9,0.0,0.0,20.7,2557,26,153.0
230,2020-11-17,6602.0,3807.0,2795.0,,2062.0,2770.0,1641.0,129.0,5173.0,1429.0,2.0225687895371482,13.736776734322932,2.0225687895371482,2.5,-1.1,5.6,0.0,0.0,17.5,2462,21,145.0
231,2020-11-18,7330.0,4154.0,3176.0,,2224.0,3076.0,1878.0,152.0,5614.0,1716.0,2.0698367231822354,14.343096862210096,2.0698367231822354,6.3,1.7,10.6,0.0,0.0,20.0,2326,17,120.0
232,2020-11-19,9226.0,5264.0,3962.0,,3036.0,4124.0,1863.0,203.0,6516.0,2710.0,2.130325459754031,16.300467880627213,2.130325459754031,13.5,7.2,18.9,0.0,0.0,32.2,2167,17,119.0
233,2020-11-20,9900.0,5803.0,4097.0,,2945.0,4639.0,2080.0,236.0,6853.0,3047.0,2.2283958095324237,18.120131313131314,2.2283958095324237,13.3,6.1,17.8,0.0,0.0,18.6,2300,32,124.0
234,2020-11-21,7899.0,4601.0,3298.0,,1530.0,4539.0,1487.0,343.0,5176.0,2723.0,2.1239520584812226,18.3084546567076,2.1239520584812226,5.9,3.9,8.3,0.0,0.0,13.0,1264,18,99.0
235,2020-11-22,5018.0,2948.0,2070.0,,1160.0,2875.0,728.0,255.0,3404.0,1614.0,2.0776617702766473,19.227580709445995,2.0776617702766473,5.7,4.4,7.8,1.5,0.0,9.3,779,15,100.0
236,2020-11-23,6401.0,3807.0,2594.0,,1769.0,2930.0,1525.0,177.0,4842.0,1559.0,2.055131712122563,15.582596469301672,2.055131712122563,4.1,0.6,7.8,0.0,0.0,10.2,2374,19,125.0
237,2020-11-24,2775.0,1527.0,1248.0,,979.0,986.0,705.0,105.0,2246.0,529.0,1.8996092796874038,13.882804804804804,1.8996092796874038,4.0,0.6,7.2,11.4,0.0,15.9,1924,17,122.0
238,2020-11-25,3262.0,1948.0,1314.0,,1076.0,1226.0,813.0,147.0,2578.0,684.0,1.913496663386243,15.437921520539547,1.913496663386243,7.3,6.7,8.3,9.4,0.0,12.5,1833,18,110.0
239,2020-11-26,3583.0,2165.0,1418.0,,599.0,1992.0,826.0,166.0,2388.0,1195.0,2.075755878118647,20.31503860824263,2.075755878118647,5.9,3.9,7.8,0.0,0.0,15.7,264,23,103.0
240,2020-11-27,5353.0,3306.0,2047.0,,1168.0,3082.0,886.0,217.0,3572.0,1781.0,2.1499274832921897,20.16609689270814,2.1499274832921897,4.4,0.6,7.2,0.0,0.0,12.5,1255,23,136.0
241,2020-11-28,7245.0,4549.0,2696.0,,1369.0,4743.0,941.0,192.0,4361.0,2884.0,2.2892571455386905,24.769958592132507,2.2892571455386905,3.9,-2.2,10.0,0.0,0.0,16.0,1373,17,117.0
242,2020-11-29,5453.0,3366.0,2087.0,,1129.0,3324.0,782.0,218.0,3632.0,1821.0,2.085186916792361,18.732031297756585,2.085186916792361,5.4,2.2,10.6,0.0,0.0,18.6,898,18,93.0
243,2020-11-30,3940.0,2408.0,1532.0,,1178.0,1560.0,1130.0,72.0,3283.0,657.0,1.8559933559277302,11.518891708967852,1.8559933559277302,0.3,-1.7,3.3,0.0,0.0,31.2,2388,23,123.0
244,2020-12-01,4509.0,2816.0,1693.0,,1515.0,1789.0,1118.0,87.0,3751.0,758.0,1.8958671796841546,13.123205440969912,1.8958671796841546,-1.5,-3.3,1.1,0.0,0.0,16.6,2187,36,128.0
245,2020-12-02,5455.0,3237.0,1917.0,301.0,1768.0,2381.0,1189.0,117.0,4372.0,1083.0,1.9987397482277263,13.909908340971587,1.9987397482277263,1.2,-4.4,8.3,0.0,0.0,11.3,2049,36,107.0
246,2020-12-03,5421.0,2693.0,2059.0,669.0,1682.0,2335.0,1268.0,136.0,4254.0,1167.0,2.0128417316222857,14.333299514234765,2.0128417316222857,2.7,-1.7,8.3,0.0,0.0,18.5,2070,30,117.0
247,2020-12-04,6126.0,678.0,2258.0,3190.0,1864.0,2738.0,1367.0,157.0,4725.0,1401.0,2.06351339536726,15.516878876918055,2.06351339536726,3.1,-0.6,7.8,0.0,0.0,16.2,1855,32,103.0
248,2020-12-05,6059.0,259.0,2214.0,3586.0,1339.0,3337.0,1102.0,281.0,4238.0,1821.0,2.0340552406682297,18.04093359740331,2.0340552406682297,1.8,-1.1,5.0,0.0,0.0,10.0,1203,13,84.0
249,2020-12-06,4278.0,180.0,1613.0,2485.0,901.0,2335.0,805.0,237.0,3116.0,1162.0,2.0061680397137276,17.638039582359358,2.0061680397137276,1.8,1.1,2.8,0.0,0.0,5.8,708,28,91.0
250,2020-12-07,4685.0,72.0,1698.0,2915.0,1578.0,1805.0,1217.0,85.0,3817.0,868.0,1.9852743558114083,13.44220206332266,1.9852743558114083,2.2,1.1,3.3,0.0,0.0,6.4,2065,35,109.0
251,2020-12-08,4716.0,69.0,1679.0,2968.0,1467.0,1808.0,1338.0,103.0,3908.0,808.0,1.9819423691142402,12.595762651964943,1.9819423691142402,1.7,0.6,2.8,0.0,0.0,17.2,2053,35,84.0
