,date,tavg,prcp,snow,wspd
0,2020-04-01,6.2,0.0,0.0,12.5
1,2020-04-02,7.4,0.0,0.0,8.3
2,2020-04-03,13.4,0.3,0.0,11.1
3,2020-04-04,6.7,3.0,0.0,15.4
4,2020-04-05,5.7,0.0,0.0,14.2
5,2020-04-06,10.5,3.8,0.0,10.4
6,2020-04-07,19.4,17.5,0.0,15.6
7,2020-04-08,13.3,4.8,0.0,12.2
8,2020-04-09,6.6,0.0,0.0,29.7
9,2020-04-10,5.0,0.0,0.0,17.1
10,2020-04-11,11.5,5.8,0.0,14.2
11,2020-04-12,13.4,0.8,0.0,16.5
12,2020-04-13,5.3,1.3,0.0,28.6
13,2020-04-14,2.0,0.0,0.0,22.9
14,2020-04-15,0.9,2.3,0.0,13.9
15,2020-04-16,3.3,0.0,0.0,14.8
16,2020-04-17,2.5,9.4,0.0,12.6
17,2020-04-18,7.8,0.0,0.0,23.9
18,2020-04-19,10.0,0.0,0.0,18.2
19,2020-04-20,10.5,1.5,0.0,17.6
20,2020-04-21,6.7,0.0,0.0,24.8
21,2020-04-22,9.2,0.0,0.0,11.5
22,2020-04-23,10.1,0.0,0.0,10.4
23,2020-04-24,6.8,0.0,0.0,14.7
24,2020-04-25,6.7,20.3,0.0,18.7
25,2020-04-26,10.7,0.0,0.0,18.0
26,2020-04-27,12.6,8.1,0.0,15.0
27,2020-04-28,17.4,8.9,0.0,15.4
28,2020-04-29,11.8,58.7,0.0,19.3
29,2020-04-30,8.0,3.0,0.0,23.0
30,2020-05-01,12.0,0.0,0.0,7.0
31,2020-05-02,19.6,0.0,0.0,19.4
32,2020-05-03,18.2,0.0,0.0,16.2
33,2020-05-04,6.9,0.0,0.0,23.8
34,2020-05-05,7.3,6.6,0.0,15.0
35,2020-05-06,10.5,0.0,0.0,12.1
36,2020-05-07,12.3,0.0,0.0,17.8
37,2020-05-08,5.2,0.0,0.0,23.7
38,2020-05-09,7.8,0.0,0.0,15.1
39,2020-05-10,7.8,10.7,0.0,17.6
40,2020-05-11,6.8,0.0,0.0,12.1
41,2020-05-12,9.9,0.0,0.0,14.7
42,2020-05-13,13.8,0.3,0.0,18.9
43,2020-05-14,16.7,59.9,0.0,13.9
44,2020-05-15,19.1,8.9,0.0,12.9
45,2020-05-16,14.6,10.2,0.0,16.2
46,2020-05-17,16.2,100.3,0.0,14.2
47,2020-05-18,15.3,0.0,0.0,12.7
48,2020-05-19,13.2,5.6,0.0,20.4
49,2020-05-20,14.9,0.0,0.0,20.4
50,2020-05-21,16.0,0.0,0.0,10.7
51,2020-05-22,16.6,0.0,0.0,8.3
52,2020-05-23,19.7,13.2,0.0,13.0
53,2020-05-24,24.7,0.0,0.0,10.3
54,2020-05-25,25.4,0.0,0.0,13.6
55,2020-05-26,26.5,0.0,0.0,13.9
56,2020-05-27,25.5,4.6,0.0,10.4
57,2020-05-28,23.1,4.3,0.0,15.2
58,2020-05-29,19.5,0.8,0.0,17.3
59,2020-05-30,16.8,0.0,0.0,13.2
60,2020-05-31,14.8,0.0,0.0,14.8
61,2020-06-01,18.7,0.0,0.0,16.8
62,2020-06-02,26.8,0.0,0.0,24.2
63,2020-06-03,24.6,0.3,0.0,13.5
64,2020-06-04,25.5,0.0,0.0,11.7
65,2020-06-05,26.8,0.0,0.0,12.1
66,2020-06-06,21.6,0.0,0.0,16.2
67,2020-06-07,20.3,0.0,0.0,13.3
68,2020-06-08,25.8,0.0,0.0,14.5
69,2020-06-09,26.7,10.2,0.0,24.4
70,2020-06-10,23.4,2.3,0.0,26.4
71,2020-06-11,21.9,0.0,0.0,20.9
72,2020-06-12,19.7,0.0,0.0,11.7
73,2020-06-13,15.4,1.3,0.0,21.6
74,2020-06-14,17.0,0.0,0.0,17.2
75,2020-06-15,18.4,0.0,0.0,12.9
76,2020-06-16,21.8,0.0,0.0,10.9
77,2020-06-17,24.5,0.0,0.0,10.3
78,2020-06-18,25.5,0.0,0.0,9.7
79,2020-06-19,27.7,0.0,0.0,7.2
80,2020-06-20,27.0,7.4,0.0,15.4
81,2020-06-21,24.2,0.0,0.0,11.6
82,2020-06-22,23.3,29.2,0.0,12.5
83,2020-06-23,20.7,0.0,0.0,18.4
84,2020-06-24,21.3,0.0,0.0,11.9
85,2020-06-25,23.1,0.0,0.0,11.4
86,2020-06-26,23.7,33.0,0.0,13.4
87,2020-06-27,25.9,0.0,0.0,12.8
88,2020-06-28,25.1,2.8,0.0,9.8
89,2020-06-29,26.2,17.5,0.0,11.1
90,2020-06-30,26.7,0.0,0.0,10.2
91,2020-07-01,27.0,0.0,0.0,14.1
92,2020-07-02,27.2,0.0,0.0,11.1
93,2020-07-03,27.0,0.0,0.0,8.4
94,2020-07-04,27.3,0.0,0.0,9.4
95,2020-07-05,28.2,0.0,0.0,9.2
96,2020-07-06,29.7,0.0,0.0,6.5
97,2020-07-07,29.7,0.3,0.0,12.0
98,2020-07-08,28.0,13.2,0.0,6.7
99,2020-07-09,29.2,9.1,0.0,15.8
100,2020-07-10,25.6,10.4,0.0,19.4
101,2020-07-11,25.6,2.3,0.0,13.2
102,2020-07-12,23.1,0.0,0.0,15.6
103,2020-07-13,23.0,0.0,0.0,10.0
104,2020-07-14,25.1,0.0,0.0,12.6
105,2020-07-15,25.4,25.4,0.0,14.3
106,2020-07-16,23.4,0.0,0.0,14.8
107,2020-07-17,26.0,0.0,0.0,11.6
108,2020-07-18,28.5,0.0,0.0,19.2
109,2020-07-19,25.8,26.2,0.0,19.4
110,2020-07-20,24.7,0.0,0.0,11.2
111,2020-07-21,24.2,2.8,0.0,12.6
112,2020-07-22,25.4,0.5,0.0,14.2
113,2020-07-23,23.2,0.0,0.0,11.0
114,2020-07-24,24.3,0.0,0.0,10.1
115,2020-07-25,27.0,0.0,0.0,9.6
116,2020-07-26,29.2,1.5,0.0,18.1
117,2020-07-27,25.8,8.6,0.0,13.9
118,2020-07-28,26.0,0.0,0.0,14.9
119,2020-07-29,26.4,2.8,0.0,17.1
120,2020-07-30,25.3,1.3,0.0,21.4
121,2020-07-31,23.8,0.0,0.0,16.4
122,2020-08-01,23.4,7.4,0.0,11.3
123,2020-08-02,21.9,13.7,0.0,11.6
124,2020-08-03,19.8,0.0,0.0,18.0
125,2020-08-04,19.4,0.0,0.0,16.3
126,2020-08-05,20.0,0.0,0.0,11.2
127,2020-08-06,22.5,0.0,0.0,8.6
128,2020-08-07,23.4,0.0,0.0,8.6
129,2020-08-08,25.3,0.0,0.0,15.6
130,2020-08-09,27.2,0.0,0.0,18.2
131,2020-08-10,25.3,8.6,0.0,16.6
132,2020-08-11,23.4,0.0,0.0,12.4
133,2020-08-12,23.9,0.0,0.0,9.2
134,2020-08-13,25.3,0.0,0.0,10.4
135,2020-08-14,26.4,0.0,0.0,12.4
136,2020-08-15,25.7,1.3,0.0,10.2
137,2020-08-16,23.7,0.0,0.0,13.2
138,2020-08-17,24.6,0.0,0.0,8.9
139,2020-08-18,22.8,0.0,0.0,17.2
140,2020-08-19,22.1,0.0,0.0,9.2
141,2020-08-20,23.7,0.0,0.0,9.6
142,2020-08-21,24.8,0.0,0.0,8.2
143,2020-08-22,25.6,0.0,0.0,12.1
144,2020-08-23,26.3,0.0,0.0,13.1
145,2020-08-24,29.0,0.0,0.0,12.3
146,2020-08-25,28.0,0.0,0.0,13.5
147,2020-08-26,28.6,0.0,0.0,16.9
148,2020-08-27,29.3,0.0,0.0,18.6
149,2020-08-28,29.2,0.0,0.0,15.4
150,2020-08-29,25.2,0.0,0.0,18.9
151,2020-08-30,22.1,0.0,0.0,13.5
152,2020-08-31,24.0,0.0,0.0,15.5
153,2020-09-01,22.0,8.4,0.0,11.0
154,2020-09-02,24.8,0.0,0.0,17.2
155,2020-09-03,24.3,0.0,0.0,22.4
156,2020-09-04,20.6,0.0,0.0,14.3
157,2020-09-05,22.6,0.0,0.0,18.3
158,2020-09-06,21.5,18.8,0.0,20.2
159,2020-09-07,22.6,1.3,0.0,21.2
160,2020-09-08,17.4,20.6,0.0,21.3
161,2020-09-09,17.3,15.5,0.0,16.8
162,2020-09-10,17.0,4.6,0.0,19.7
163,2020-09-11,18.4,0.0,0.0,17.2
164,2020-09-12,19.9,10.4,0.0,15.4
165,2020-09-13,19.4,0.0,0.0,11.8
166,2020-09-14,18.7,0.0,0.0,5.5
